artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Young Thug,Go Harder Than Yall,21K4rWs8qmPH8HtOBc8K6v,I Came from Nothing 2,4k4w4MLXdY084qrbMGy9Sg,2011-12-20,16,True,0.595,0.579,B,-9.155,Major,0.0636,0.1,0.0,0.147,0.633,144.977,4,['YL Stunna'],Mixtape,02:52,2011,December,Tuesday
Young Thug,Tabernacle,6QXGepmAXY8l1wpjbCr64K,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,16,True,0.608,0.527,F,-8.828,Minor,0.337,0.0923,0.0,0.314,0.683,144.811,4,[],Mixtape,02:56,2015,December,Friday
Young Thug,Pussy,4DMMT8s0KMXAH1eLZXwHIo,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,5,False,0.801,0.773,F,-7.851,Minor,0.181,0.000684,0.0581,0.191,0.617,74.988,4,[],Studio Album,02:21,2019,August,Thursday
Young Thug,Why Order,0S24xhWyD1nrTy8I6TnHmx,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,13,True,0.936,0.501,G#/Ab,-6.941,Major,0.455,0.0117,0.0,0.191,0.175,121.0,4,[],Mixtape,03:18,2015,December,Friday
Young Thug,Die Slow (with Strick),2maU9fPdC2Y8AGNmW9s9CG,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,11,False,0.562,0.215,F,-14.342,Major,0.0458,0.802,0.00095,0.107,0.163,81.061,4,['Strick'],Studio Album,03:57,2021,October,Thursday
Young Thug,Hoodie (feat. BSlime & Lil Gotit),44tEwAteHntqatKn0iqMBC,BUSINESS IS BUSINESS (Metro's Version),1E7ibA3gXudpo1LBfzSRdh,2023-06-25,8,False,0.609,0.607,C#/Db,-8.498,Major,0.388,0.00041,0.0,0.103,0.224,84.33,4,"['Bslime', 'Lil Gotit']",Album Deluxe,03:35,2023,June,Sunday
Young Thug,Scoliosis (with Lil Double 0),2GIOa7L5v5ds9iA8pTUo85,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,11,False,0.928,0.603,D,-7.076,Major,0.239,0.00274,0.0,0.338,0.458,130.018,4,['Lil Double 0'],Studio Album,02:50,2021,October,Thursday
Young Thug,Insure My Wrist (with Gunna),7L19MgGyambk2jwXUtNfb4,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,14,False,0.599,0.644,G#/Ab,-10.47,Minor,0.349,0.203,0.0,0.0735,0.557,85.926,4,['Gunna'],Studio Album,02:48,2021,October,Thursday
Young Thug,Mad Dog,2c1mO8reMrbtddoGCyVyUY,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,11,False,0.634,0.501,F#/Gb,-6.296,Minor,0.179,0.0207,0.0,0.153,0.349,159.93,4,[],Studio Album,03:49,2023,June,Thursday
Young Thug,They Killin Niggas,4PUMcoMOCNh2kTUT396TTt,I Came from Nothing 2,4k4w4MLXdY084qrbMGy9Sg,2011-12-20,14,True,0.715,0.66,B,-6.828,Major,0.275,0.013,0.0,0.125,0.702,102.934,5,['Buc Buc'],Mixtape,02:54,2011,December,Tuesday
